snes-04484	pope francis endorsed donald trump for president .	false	https://www.snopes.com/fact-check/pope-francis-donald-trump-endorsement/	None	Junk News	None	Dan Evon	None	Pope Francis Shocks World, Endorses Donald Trump for President	10 July 2016	None	['None']
snes-03162	a law firm working with donald trump was named russia law firm of the year .	mixture	https://www.snopes.com/fact-check/russian-law-firm-of-the-year/	None	Politicians	None	Dan Evon	None	Did Donald Trump Engage the ‘Russian Law Firm of the Year’?	11 January 2017	None	['None']
snes-05436	mcdonald ' s is getting rid of its dollar menu come 2016 .	mostly false	https://www.snopes.com/fact-check/mcdonalds-getting-rid-dollar-menu/	None	Business	None	Kim LaCapria	None	McDonald’s Getting Rid of the Dollar Menu?	29 December 2015	None	['None']
snes-02901	a 2016 bill before the kentucky legislature would have required men to get their wives ' permission before obtaining a prescription for via ##gra or other erect ##ile dysfunction drug .	true	https://www.snopes.com/fact-check/kentucky-bill-wives-permission-viagra/	None	Politics	None	David Emery	None	Kentucky Lawmaker Introduced Bill Requiring Men to Get Wives’ Permission to Take Viagra	20 February 2017	None	['Kentucky']
snes-03347	everyone with cancer has a ph that is acidic .	false	https://www.snopes.com/fact-check/everyone-who-has-cancer-has-a-ph-that-is-too-acidic/	None	Medical	None	Alex Kasprak	None	Does Everyone with Cancer Have a pH That Is Too Acidic?	14 December 2016	None	['None']
snes-06191	ordinary use of can ##ola oil is likely to consumers .	false	https://www.snopes.com/fact-check/oil-of-oleacute/	None	Medical	None	David Mikkelson	None	Canola Oil and Rape Seed	7 February 2001	None	['None']
snes-02144	actor johnny de ##pp will be charged with conspiracy to assassinate the president and held as a terrorist enemy combat ##ant after about assassin ##ating president trump .	false	https://www.snopes.com/fact-check/johnny-depp-charged-patriot-act/	None	Junk News	None	David Emery	None	Johnny Depp to Be Charged and Held Under the Patriot Act?	26 June 2017	None	['Johnny_Depp']
snes-00012	facebook users who donated to charities on a one - time basis were de ##bit ##ed that amount every month for one year .	mostly false	https://www.snopes.com/fact-check/facebook-birthday-donations/	None	Technology	None	Dan MacGuill	None	Do Facebook Donations Recur Every Month Even When a User Chooses a One-Time Contribution?	5 October 2018	None	['None']
snes-05369	an image shows musicians david bowie and le ##mmy ki ##lm ##ister together at a party .	false	https://www.snopes.com/fact-check/david-bowie-lemmy-photo/	None	Fauxtography	None	Dan Evon	None	FALSE: Photograph Shows Bowie and Lemmy	13 January 2016	None	['David_Bowie', 'Lemmy']
snes-04948	mississippi has passed a bill granting church ##go ##ers the right to shoot and kill citizens at will .	mostly false	https://www.snopes.com/fact-check/mississippi-bill-churches-lethal/	None	Ballot Box	None	Kim LaCapria	None	Mississippi Bill Grants Churches ‘Lethal Force’ Powers	6 April 2016	None	['None']
snes-01562	in october 2017 , a drag queen read a sexually explicit book to children at a long beach public library named after michelle obama .	mixture	https://www.snopes.com/fact-check/drag-queen-library/	None	Viral Phenomena	None	Dan MacGuill	None	Did a Drag Queen in a ‘Demonic’ Outfit Read a Sexually Explicit Book to Children at a Public Library?	18 October 2017	None	['Long_Beach,_California', 'Michelle_Obama']
snes-03314	u . s . national security agencies went on high alert after president - elect donald trump was caught telling a lie .	false	https://www.snopes.com/fact-check/national-security-agencies-on-high-alert-after-trump-caught-telling-dangerous-lie/	None	Ballot Box	None	Kim LaCapria	None	National Security Agencies on High Alert After Trump Caught Telling Dangerous Lie	19 December 2016	None	['United_States', 'Donald_Trump']
snes-01311	a photograph shows vintage box of fake snow decor made of the car ##cino ##gen asbestos .	true	https://www.snopes.com/fact-check/was-fake-snow-made-from-asbestos-marketed-as-christmas-decor/	None	Uncategorized	None	Bethania Palma	None	Was Fake Snow Made From Asbestos Marketed As Christmas Decor?	22 December 2017	None	['None']
